Puesto,Nombre,Trofeos,Donaciones,Rol
#10,['yalda'],['5790'],['1228'],['Veterano']
#11,['Hami'],['5674'],['128'],['Veterano']
#12,['mahmod'],['5635'],['58'],['Colíder']
#13,['النا'],['5619'],['0'],['Veterano']
#14,['sir✌️arash✌️'],['5585'],['130'],['Veterano']
#15,['!ALIREZA TURBO!'],['5530'],['637'],['Veterano']
#16,['N1'],['5522'],['780'],['Colíder']
#17,['nahid'],['5519'],['512'],['Colíder']
#18,['Alireza'],['5511'],['490'],['Veterano']
#19,['Arman_Asd'],['5436'],['59'],['Veterano']
#20,['♣️KiNG.AMiN♣️'],['5414'],['338'],['Veterano']
#21,"['NmA""']",['5413'],['435'],['Veterano']
#22,['LorD HaMeD'],['5411'],['454'],['Colíder']
#23,['amir hossein'],['5402'],['274'],['Veterano']
#24,['Erfan'],['5396'],['165'],['Veterano']
#25,['vj11'],['5394'],['1090'],['Veterano']
#26,['☆☆☆MASOUD☆☆☆'],['5376'],['1260'],['Veterano']
#27,['UNDISPUTED'],['5375'],['837'],['Veterano']
#28,['♡Jeff♡'],['5367'],['934'],['Veterano']
#29,['Demin4tor'],['5358'],['0'],['Veterano']
#30,['♠️lil hadi♠️'],['5337'],['96'],['Veterano']
#31,['Ali.Z'],['5318'],['218'],['Veterano']
#32,['Mehdi_zafar'],['5308'],['48'],['Veterano']
#33,['King-hossein'],['5302'],['26'],['Veterano']
#34,['امید'],['5291'],['214'],['Veterano']
#35,['Ramin71'],['5286'],['6'],['Miembro']
#36,['peyman'],['5284'],['28'],['Veterano']
#37,['m.sh'],['5280'],['738'],['Veterano']
#38,['★☆A r E f☆★'],['5262'],['112'],['Veterano']
#39,['Queivan'],['5259'],['1122'],['Veterano']
#40,['mohsen'],['5241'],['0'],['Miembro']
#41,['mohsen asgari'],['5229'],['153'],['Veterano']
#42,['(-:E30:-)'],['5223'],['174'],['Veterano']
#43,['mehdi azimi'],['5209'],['86'],['Veterano']
#44,['࿐ ེElecтяa࿔'],['5200'],['493'],['Veterano']
#45,['mohammad'],['5158'],['0'],['Miembro']
#46,['Just.Win'],['5141'],['192'],['Veterano']
#47,['★ᏦᎥℕᎶ Ꮎℱ ᎳᎾℛℒᎠ★'],['5079'],['98'],['Miembro']
#1,['k0u.h'],['6205'],['396'],['Veterano']
#2,['루네스'],['6158'],['136'],['Miembro']
#3,['Joel'],['6043'],['0'],['Miembro']
#4,['랭커'],['5888'],['38'],['Miembro']
#5,['Ortos Numeria'],['5836'],['202'],['Colíder']
#6,['THE MASTER'],['5826'],['1166'],['Miembro']
#7,['Dino6272516'],['5821'],['0'],['Miembro']
#8,['Balendy'],['5811'],['118'],['Miembro']
#9,['miner'],['5809'],['20'],['Miembro']
#10,['.........'],['5708'],['356'],['Miembro']
#11,['Savitar'],['5655'],['40'],['Veterano']
#12,"['""SMURF U!""']",['5655'],['448'],['Veterano']
#13,['Heisenberg'],['5643'],['101'],['Veterano']
#14,['Merlini™'],['5633'],['0'],['Miembro']
#15,['Kiwi_KlasherYT'],['5604'],['423'],['Miembro']
#16,['clutch'],['5585'],['532'],['Veterano']
#17,['Murtadha'],['5585'],['549'],['Colíder']
#18,['Maksim'],['5571'],['106'],['Veterano']
#19,['SoccerDude'],['5566'],['0'],['Colíder']
#20,['Medic'],['5558'],['116'],['Veterano']
#21,['champyinz21'],['5548'],['1196'],['Miembro']
#22,['Smitty'],['5512'],['698'],['Veterano']
#23,['xXDaNiXx™'],['5507'],['0'],['Miembro']
#24,['SilverShadow'],['5506'],['90'],['Miembro']
#25,['~Revolu7ion'],['5475'],['356'],['Veterano']
#26,['Dark Samurai'],['5461'],['1424'],['Colíder']
#27,['NANOOK'],['5421'],['0'],['Veterano']
#28,['Cycløps'],['5420'],['100'],['Líder']
#29,['zeusbo1967'],['5398'],['487'],['Veterano']
#30,['the pgfgfhhrg'],['5365'],['98'],['Veterano']
#31,['hunterXerik'],['5350'],['464'],['Colíder']
#32,['Kyruel'],['5344'],['470'],['Colíder']
#33,['ØřđîŇäňçë'],['5332'],['464'],['Colíder']
#34,['DarkestHour™'],['5320'],['838'],['Colíder']
#35,['PVO4SHO'],['5302'],['851'],['Colíder']
#36,['STARTRUST'],['5288'],['20'],['Veterano']
#37,['Luca'],['5274'],['342'],['Miembro']
#38,['Syzygy'],['5260'],['936'],['Miembro']
#39,['Andry'],['5230'],['618'],['Veterano']
#40,['MisterFister'],['5219'],['774'],['Veterano']
#41,['shadowhunter'],['5213'],['0'],['Colíder']
#42,['rage'],['5044'],['1045'],['Miembro']
#43,['Nate™'],['5012'],['250'],['Miembro']
#44,['ＶＯＸＩＬＹ'],['4904'],['159'],['Veterano']
#45,['Javii❤️'],['4840'],['30'],['Veterano']
#1,['JP_Emboava'],['6006'],['40'],['Miembro']
#2,['Homero'],['5916'],['50'],['Colíder']
#3,['Vitor Pirozzi'],['5905'],['152'],['Veterano']
#4,['FIRE999'],['5842'],['824'],['Veterano']
#5,['Isac'],['5818'],['682'],['Colíder']
#6,['ryan'],['5818'],['0'],['Miembro']
#7,['Mr Dubstep'],['5810'],['79'],['Colíder']
#8,['geniusman'],['5790'],['1037'],['Miembro']
#9,['William~*'],['5721'],['510'],['Colíder']
#10,['Nova I Talyndo'],['5639'],['778'],['Veterano']
#11,['Bomga'],['5619'],['360'],['Colíder']
#12,['ElDiablo'],['5603'],['420'],['Veterano']
#13,['RED Leco CR'],['5581'],['0'],['Miembro']
#14,['Izomar Mazinho'],['5566'],['40'],['Veterano']
#15,['Lesado-x'],['5552'],['96'],['Miembro']
#16,['Magalhaes'],['5544'],['379'],['Veterano']
#17,['Gustavão-Hulk'],['5522'],['344'],['Miembro']
#18,['Japoneis29'],['5512'],['918'],['Miembro']
#19,"[""O'Conner""]",['5503'],['20'],['Veterano']
#20,['Lucas Fontes'],['5501'],['145'],['Miembro']
#21,['Sr. Richard'],['5497'],['338'],['Veterano']
#22,['Darkness'],['5444'],['279'],['Miembro']
#23,['⚡️AllanC⚡️'],['5443'],['120'],['Veterano']
#24,['TearG'],['5426'],['20'],['Miembro']
#25,['Pisaia'],['5413'],['736'],['Miembro']
#26,['Diego1'],['5409'],['440'],['Miembro']
#27,['claudney'],['5392'],['482'],['Veterano']
#28,['D. Vinícius'],['5380'],['800'],['Veterano']
#29,['MateusTeles22'],['5372'],['120'],['Colíder']
#30,['NubaOnFire'],['5323'],['252'],['Miembro']
#31,['PedroGuridez'],['5307'],['0'],['Miembro']
#32,['Deuel'],['5304'],['234'],['Colíder']
#33,['Start'],['5291'],['118'],['Colíder']
#34,['Anderson Clash'],['5281'],['336'],['Miembro']
#35,['Fanti'],['5265'],['102'],['Veterano']
#36,['Mustafa Hamid'],['5264'],['0'],['Miembro']
#37,['cut'],['5258'],['61'],['Miembro']
#38,['Dogo'],['5253'],['282'],['Miembro']
#39,['BielGamer3'],['5249'],['110'],['Veterano']
#40,['Thanos'],['5222'],['573'],['Colíder']
#41,['cabum TTB'],['5210'],['110'],['Colíder']
#42,['Rubim®'],['5207'],['659'],['Colíder']
#43,['Doctorace'],['5184'],['160'],['Miembro']
#44,['Summoner Hell'],['5179'],['270'],['Líder']
#45,['LordFlamejante'],['5093'],['80'],['Veterano']
#1,['Joaozinhopan'],['6289'],['230'],['Colíder']
#2,"[""Bruno'""]",['6008'],['0'],['Miembro']
#3,['☢️DANILO ABC'],['5930'],['260'],['Miembro']
#4,"['""Richard""']",['5917'],['280'],['Veterano']
#5,['Vitor LHP'],['5903'],['1055'],['Líder']
#6,['RICARDO ✌'],['5859'],['0'],['Miembro']
#7,['Coyotezerah'],['5803'],['70'],['Miembro']
#8,['hawks™'],['5803'],['110'],['Miembro']
#9,['M4NDR4K'],['5749'],['76'],['Colíder']
#10,['Allan_Ñ_Perdoa'],['5712'],['528'],['Miembro']
#11,['みずほ'],['5707'],['152'],['Miembro']
#12,['Renan Oak'],['5680'],['20'],['Miembro']
#13,['Zappy Rider'],['5645'],['34'],['Miembro']
#14,['Exss'],['5613'],['1067'],['Miembro']
#15,['Davizeeгa™'],['5602'],['0'],['Miembro']
#16,['nonato'],['5598'],['10'],['Miembro']
#17,['RICARDO ✌✌✌'],['5522'],['62'],['Colíder']
#18,['⚡Yhoan1820⚡'],['5514'],['320'],['Miembro']
#19,['Nerdox'],['5513'],['0'],['Colíder']
#20,['⚡MATEUS l MSK⚡'],['5507'],['220'],['Miembro']
#21,['mayck totoso'],['5502'],['88'],['Miembro']
#22,['João vitor✊'],['5481'],['40'],['Colíder']
#23,['João'],['5441'],['442'],['Miembro']
#24,['⚽⚽JJSSF⚽⚽'],['5421'],['145'],['Miembro']
#25,['Lampiao'],['5420'],['0'],['Miembro']
#26,['SINTU THE GAMER'],['5410'],['68'],['Miembro']
#27,['caique'],['5387'],['525'],['Miembro']
#28,['NaoSeiJogar'],['5358'],['174'],['Miembro']
#29,['Lobo mau......'],['5333'],['1430'],['Miembro']
#30,['☣zKingBRAZIL☣'],['5329'],['108'],['Miembro']
#31,['Thiago671'],['5327'],['492'],['Miembro']
#32,['√ictor'],['5259'],['568'],['Miembro']
#33,['Nova l Lü©∆$'],['5243'],['0'],['Miembro']
#34,['Kevin Csc'],['5213'],['617'],['Miembro']
#35,['S3 GAMES'],['5208'],['288'],['Miembro']
#36,['Guga'],['5203'],['28'],['Miembro']
#37,['GustavoXTM'],['5176'],['20'],['Miembro']
#38,['⏩Lord Pedrinho⏪'],['5173'],['0'],['Miembro']
#39,['€ MELO$'],['5159'],['783'],['Colíder']
#40,['Yasser'],['5143'],['428'],['Miembro']
#41,['Sir Niw'],['5054'],['30'],['Miembro']
#42,['vai toma no cu'],['480'],['0'],['Miembro']
#1,['ARK26'],['6195'],['1171'],['Colíder']
#2,['Sokół'],['6180'],['58'],['Colíder']
#3,['⚠Mati⚠'],['6019'],['754'],['Veterano']
#4,['Wrobelek'],['6014'],['130'],['Colíder']
#5,['WITCHER'],['5848'],['756'],['Colíder']
#6,['Ralf84'],['5771'],['118'],['Colíder']
#7,['Adrian'],['5648'],['741'],['Colíder']
#8,['Litwa™'],['5613'],['66'],['Miembro']
#9,['Oliwier'],['5566'],['450'],['Colíder']
#10,['nacjonalistaPL'],['5564'],['220'],['Colíder']
#11,['ZWANY BLAZE 71'],['5545'],['10'],['Veterano']
#12,['Mariusz'],['5511'],['40'],['Miembro']
#13,['Olichw'],['5441'],['214'],['Líder']
#14,['smult'],['5440'],['32'],['Miembro']
#15,['ERICO'],['5401'],['276'],['Miembro']
#16,['Igor'],['5357'],['125'],['Veterano']
#17,['Fishu'],['5354'],['0'],['Miembro']
#18,['#$pH¡nX'],['5327'],['114'],['Colíder']
#19,['Ganjitsu'],['5322'],['719'],['Miembro']
#20,['Krist'],['5321'],['1222'],['Veterano']
#21,['YouGotsToChill'],['5301'],['108'],['Colíder']
#22,['wojtek'],['5274'],['146'],['Veterano']
#23,"['Joniak Pl.,.,YT']",['5245'],['70'],['Colíder']
#24,['Harry'],['5239'],['668'],['Colíder']
#25,['sebchw'],['5238'],['280'],['Colíder']
#26,['Krystek02Bo$$'],['5234'],['0'],['Miembro']
#27,['Abraxas'],['5228'],['70'],['Miembro']
#28,['Critical'],['5226'],['24'],['Miembro']
#29,['BartekGD'],['5221'],['199'],['Colíder']
#30,['maciu781'],['5215'],['28'],['Miembro']
#31,['Fapcio'],['5163'],['1396'],['Colíder']
#32,['Cr1stal'],['5156'],['20'],['Veterano']
#33,['Diami'],['5152'],['867'],['Colíder']
#34,['ninja'],['5121'],['286'],['Miembro']
#35,['Rotschild'],['5118'],['0'],['Veterano']
#36,['PawkedPL'],['5112'],['776'],['Veterano']
#37,['kornik'],['5084'],['482'],['Colíder']
#38,['Fapcio'],['5078'],['79'],['Veterano']
#39,['The Joker'],['5056'],['8'],['Miembro']
#40,['MaTzZ'],['5020'],['179'],['Miembro']
#41,['pitrosz'],['4965'],['0'],['Veterano']
#42,['Pol'],['4964'],['241'],['Miembro']
#1,['Champagnepapi'],['6252'],['0'],['Veterano']
#2,['brayanxt'],['6186'],['256'],['Colíder']
#3,['juanjo'],['6134'],['30'],['Veterano']
#4,['Turbo_Alex'],['6119'],['78'],['Colíder']
#5,['byIsraeel™'],['5997'],['158'],['Colíder']
#6,['Bryan Mero M'],['5966'],['0'],['Colíder']
#7,['juanpi gago'],['5870'],['0'],['Colíder']
#8,['еlFасhои'],['5820'],['252'],['Colíder']
#9,['jesm'],['5733'],['108'],['Colíder']
#10,['Guillen77'],['5726'],['10'],['Miembro']
#11,['By neymar 92_YT'],['5673'],['90'],['Colíder']
#12,['Omarsin'],['5619'],['0'],['Colíder']
#13,['KennerVen'],['5598'],['142'],['Colíder']
#14,['Finz'],['5561'],['316'],['Colíder']
#15,['! ByKelnnin ! ✋'],['5552'],['0'],['Colíder']
#16,['•Alexander Pin•'],['5551'],['1056'],['Colíder']
#17,['lautaroiii'],['5544'],['538'],['Miembro']
#18,['G-bratz'],['5500'],['66'],['Veterano']
#19,['ㄷㅇ두'],['5460'],['420'],['Colíder']
#20,['Becker7-'],['5419'],['244'],['Veterano']
#21,['RJMP'],['5417'],['146'],['Colíder']
#22,['Prometheus'],['5396'],['0'],['Colíder']
#23,['Trainer Finn™'],['5387'],['58'],['Veterano']
#24,['JXS I Jimx1984'],['5336'],['104'],['Líder']
#25,['melli'],['5335'],['120'],['Miembro']
#26,['⚡SANTY⚡'],['5335'],['30'],['Miembro']
#27,['♣⭐JOSUE⭐♣'],['5308'],['180'],['Miembro']
#28,['LorDMatoN'],['5298'],['226'],['Veterano']
#29,['wellington'],['5292'],['48'],['Colíder']
#30,['N3XT'],['5233'],['170'],['Colíder']
#31,['Sir Angelus'],['5213'],['558'],['Veterano']
#32,['FairRxX'],['5207'],['159'],['Veterano']
#33,['ELCHAMUCO'],['5201'],['800'],['Colíder']
#34,['⚡KuroKaid⚡'],['5200'],['142'],['Miembro']
#35,['ElProGeymerGG'],['5186'],['0'],['Miembro']
#36,['CHO'],['5132'],['186'],['Veterano']
#37,['cYb3r'],['5113'],['248'],['Miembro']
#38,['by_erickxx'],['5112'],['112'],['Veterano']
#39,['Jean'],['5035'],['0'],['Miembro']
#40,['AKILES'],['5029'],['405'],['Miembro']
#41,['LORD FRANK'],['5016'],['172'],['Veterano']
#42,['Fredhii'],['5001'],['748'],['Veterano']
#43,['bolin'],['4973'],['812'],['Miembro']
#44,['Ismael'],['4930'],['116'],['Veterano']
#45,['<<<GANNICUS>>>'],['4929'],['351'],['Miembro']
#46,['Xezkot ®'],['4917'],['377'],['Miembro']
#47,['Parra11'],['4913'],['122'],['Veterano']
#48,['Burrielito'],['4902'],['476'],['Veterano']
#1,['Daan™'],['6124'],['8'],['Miembro']
#2,['masterpro(frank'],['5930'],['76'],['Miembro']
#3,['MrSwole96'],['5923'],['10'],['Miembro']
#4,['DonZyth'],['5900'],['929'],['Colíder']
#5,['Vjtogether'],['5813'],['526'],['Veterano']
#6,['donxavie'],['5813'],['28'],['Miembro']
#7,['ivar'],['5803'],['302'],['Veterano']
#8,['Ries'],['5721'],['1007'],['Líder']
#9,['MonsZ'],['5674'],['335'],['Veterano']
#10,['Baas'],['5555'],['864'],['Veterano']
#11,['jens'],['5539'],['795'],['Veterano']
#12,['everyonesobad'],['5494'],['779'],['Veterano']
#13,['_FidoDido'],['5487'],['382'],['Colíder']
#14,['⚔UNREKABLE⚔'],['5481'],['1272'],['Veterano']
#15,['jesse'],['5450'],['115'],['Veterano']
#16,['Marchello'],['5438'],['452'],['Colíder']
#17,['Bartwarm'],['5434'],['454'],['Veterano']
#18,['the punisher'],['5423'],['563'],['Miembro']
#19,['MrWorldpeace'],['5388'],['302'],['Veterano']
#20,['kizu'],['5360'],['658'],['Veterano']
#21,['Djenx'],['5346'],['58'],['Miembro']
#22,['yuan'],['5304'],['206'],['Miembro']
#23,['i am not good'],['5289'],['18'],['Miembro']
#24,['The jew'],['5271'],['263'],['Veterano']
#25,['Tompoo'],['5265'],['762'],['Veterano']
#26,['Raen'],['5264'],['148'],['Colíder']
#27,['Henk™'],['5259'],['192'],['Veterano']
#28,['MartinT350'],['5252'],['421'],['Veterano']
#29,['Mr.Koen'],['5225'],['784'],['Colíder']
#30,['MartijnJW'],['5219'],['214'],['Veterano']
#31,['Spring'],['5210'],['784'],['Veterano']
#32,['thunis'],['5209'],['46'],['Colíder']
#33,['Derodu'],['5192'],['226'],['Veterano']
#34,['Jeffrey'],['5189'],['270'],['Miembro']
#35,['Strijderaap'],['5172'],['50'],['Miembro']
#36,['Sky Royale'],['5170'],['350'],['Colíder']
#37,['Saltani Jr.'],['5118'],['136'],['Veterano']
#38,['Bananenboom'],['5117'],['40'],['Miembro']
#39,['Steven'],['5075'],['362'],['Veterano']
#40,['WESLEY_GAMING'],['5066'],['276'],['Veterano']
#41,['SCRUBLORDTHE4TH'],['5019'],['86'],['Veterano']
#42,['HarmTheGreat'],['4956'],['210'],['Veterano']
#43,[' Dymos '],['4936'],['606'],['Miembro']
#44,['johnnygtboss'],['4923'],['80'],['Miembro']
#45,['paapje2'],['4904'],['270'],['Veterano']
#46,['MegaYT'],['4892'],['20'],['Miembro']
#47,['Sjoerd'],['4878'],['150'],['Veterano']
#48,['incredibilly'],['4848'],['870'],['Veterano']
#49,['KevinProGamer'],['4715'],['350'],['Miembro']
#50,['tf_danny'],['4714'],['474'],['Miembro']
#1,['Bo-MoNa'],['6402'],['79'],['Colíder']
#2,['فرحات'],['6196'],['56'],['Veterano']
#3,['najm'],['6106'],['188'],['Colíder']
#4,['_mxtkko12_2acc'],['5819'],['86'],['Colíder']
#5,['3zoz™'],['5818'],['10'],['Colíder']
#6,['⚡️Mous⚡️'],['5517'],['166'],['Veterano']
#7,['h_twitan'],['5514'],['158'],['Veterano']
#8,['Bojasim'],['5504'],['108'],['Colíder']
#9,['¥oun€$'],['5503'],['16'],['Colíder']
#10,['AlQattan21'],['5498'],['28'],['Colíder']
#11,['Bu Essa'],['5491'],['32'],['Colíder']
#12,['Ikarus89'],['5441'],['60'],['Colíder']
#13,['JljJjJl'],['5419'],['144'],['Colíder']
#14,['Boali'],['5409'],['46'],['Colíder']
#15,['koko'],['5402'],['28'],['Veterano']
#16,['علي باقر'],['5398'],['187'],['Colíder']
#17,['hussien_jamal'],['5384'],['100'],['Líder']
#18,['surii89'],['5341'],['162'],['Colíder']
#19,['بوعبيد80'],['5309'],['104'],['Veterano']
#20,['Al-Mazer'],['5301'],['28'],['Colíder']
#21,['BoFahad'],['5275'],['38'],['Veterano']
#22,['moee83'],['5268'],['71'],['Veterano']
#23,['rajjas7'],['5252'],['120'],['Colíder']
#24,['m7md'],['5216'],['104'],['Veterano']
#25,['Aziz dashti'],['5216'],['48'],['Colíder']
#26,['Hussainoo0'],['5214'],['134'],['Veterano']
#27,['Hala Madrid'],['5212'],['56'],['Colíder']
#28,['خطاب'],['5203'],['58'],['Colíder']
#29,['Alkandari_Y'],['5203'],['0'],['Colíder']
#30,['tazzq88'],['5130'],['30'],['Colíder']
#31,"['SALEM,,Q8']",['5123'],['21'],['Veterano']
#32,['®️RedBull®️'],['5104'],['0'],['Veterano']
#33,['Kami'],['5051'],['184'],['Veterano']
#34,['matador'],['5050'],['0'],['Veterano']
#35,['7aMoOoDz'],['5037'],['10'],['Colíder']
#36,['Hamada'],['5030'],['58'],['Colíder']
#37,['SEAN SUAVE'],['5022'],['166'],['Veterano']
#38,['qas!m'],['5017'],['0'],['Veterano']
#39,['zombozo'],['4953'],['20'],['Veterano']
#40,['mo0do0'],['4930'],['20'],['Veterano']
#41,['a7medinho_7'],['4914'],['66'],['Veterano']
#42,['Soma zain'],['4900'],['0'],['Veterano']
#43,['Che Guevara'],['4859'],['0'],['Colíder']
#44,['chelsawy'],['4838'],['0'],['Veterano']
#45,['Amjad.Ali'],['4838'],['70'],['Veterano']
#46,['Sara'],['4821'],['44'],['Veterano']
#47,['alqallaf'],['4817'],['28'],['Colíder']
#48,['Tha3lOoOoB'],['4692'],['114'],['Veterano']
#49,['alkhayat27'],['4669'],['10'],['Colíder']
#1,['greivin'],['6619'],['262'],['Veterano']
#2,['CarlosBofo'],['5987'],['0'],['Colíder']
#3,['Yeye Vc'],['5911'],['30'],['Miembro']
#4,['光華丸^Kokagan'],['5888'],['236'],['Miembro']
#5,['RED DRAGON'],['5865'],['30'],['Veterano']
#6,['dei'],['5724'],['646'],['Líder']
#7,['JEFF PRO ☆☆☆'],['5705'],['536'],['Veterano']
#8,['Vegeta'],['5693'],['318'],['Colíder']
#9,['alejo'],['5688'],['108'],['Veterano']
#10,['Danny'],['5635'],['524'],['Veterano']
#11,['☯JPRS☯'],['5626'],['104'],['Veterano']
#12,['Amram'],['5611'],['258'],['Veterano']
#13,['VidGamer_YTube'],['5550'],['322'],['Colíder']
#14,['juz27'],['5532'],['230'],['Veterano']
#15,['⚡⚡Valerin⚡⚡'],['5509'],['235'],['Miembro']
#16,['Nevermore69'],['5500'],['120'],['Veterano']
#17,['King Totto'],['5488'],['342'],['Miembro']
#18,['Yeffry'],['5480'],['367'],['Veterano']
#19,['BOSS'],['5462'],['296'],['Miembro']
#20,['Julio'],['5411'],['731'],['Veterano']
#21,['XxVinicio19xX'],['5404'],['176'],['Veterano']
#22,['☆JoZzuesito☆1.0'],['5402'],['90'],['Veterano']
#23,['mos-arg'],['5395'],['448'],['Veterano']
#24,['Chris CR'],['5394'],['0'],['Veterano']
#25,['matitos SA'],['5375'],['128'],['Veterano']
#26,['FitoDieste'],['5368'],['500'],['Veterano']
#27,['Mr Yoga'],['5340'],['375'],['Veterano']
#28,['.::GASU::.'],['5326'],['330'],['Veterano']
#29,['!!BRAYAN!!**'],['5312'],['504'],['Veterano']
#30,['Alvarado'],['5311'],['66'],['Miembro']
#31,['XCosmicDreamerX'],['5300'],['323'],['Veterano']
#32,['ricachon'],['5298'],['399'],['Veterano']
#33,['Jean Carlos'],['5276'],['222'],['Veterano']
#34,['Gambito11®♣'],['5231'],['874'],['Veterano']
#35,['NOSGOTH 09'],['5210'],['1050'],['Veterano']
#36,['WILL CR'],['5204'],['0'],['Veterano']
#37,['Josue'],['5204'],['70'],['Colíder']
#38,['⚽️Kenny_Vel⚡️'],['5192'],['76'],['Veterano']
#39,['~Kevin CR~'],['5136'],['296'],['Veterano']
#40,['hunt4827'],['5131'],['302'],['Veterano']
#41,['CR_RoMa'],['5093'],['40'],['Colíder']
#42,['Gil'],['4881'],['500'],['Colíder']
#43,['Jafo04'],['4621'],['20'],['Colíder']
#1,['AMED'],['6029'],['0'],['Colíder']
#2,['Erick'],['5909'],['0'],['Miembro']
#3,['DON FELIKONG'],['5851'],['0'],['Miembro']
#4,['Bryan'],['5828'],['0'],['Veterano']
#5,['dafran96'],['5825'],['0'],['Miembro']
#6,['marcial'],['5807'],['30'],['Colíder']
#7,['AYisGOD'],['5711'],['0'],['Miembro']
#8,['Amdres YouTube'],['5635'],['0'],['Miembro']
#9,['Maverick'],['5606'],['0'],['Veterano']
#10,['the-luchos'],['5579'],['0'],['Veterano']
#11,['MRMELTAR'],['5578'],['0'],['Miembro']
#12,['WilliamLopez94'],['5576'],['0'],['Miembro']
#13,['king fenix'],['5558'],['0'],['Colíder']
#14,['LordSnowx12'],['5548'],['0'],['Miembro']
#15,['Nicolás Torres'],['5531'],['0'],['Colíder']
#16,['EDWIN'],['5514'],['0'],['Miembro']
#17,['xXcEjAzNeGrAzXx'],['5502'],['0'],['Miembro']
#18,['Gustavo'],['5500'],['0'],['Veterano']
#19,['jose Eduardo'],['5431'],['0'],['Colíder']
#20,['Etzio'],['5411'],['0'],['Miembro']
#21,['juan D'],['5406'],['10'],['Miembro']
#22,['Geoffrey'],['5370'],['0'],['Miembro']
#23,['lolotan'],['5366'],['0'],['Miembro']
#24,['tarrant的小号'],['5356'],['0'],['Miembro']
#25,['GALI55142'],['5306'],['0'],['Veterano']
#26,['⚡DESTRUCTOR⚡'],['5263'],['0'],['Miembro']
#27,['J.Killer'],['5231'],['0'],['Miembro']
#28,['carlos-mugiwara'],['5225'],['0'],['Miembro']
#29,['Alejandro09'],['5216'],['0'],['Miembro']
#30,['Fabian19!'],['5213'],['10'],['Miembro']
#31,['Dayler'],['5212'],['0'],['Miembro']
#32,['Majestic'],['5201'],['0'],['Miembro']
#33,['Akira'],['5172'],['0'],['Miembro']
#34,['⚡⚡Daviid⚡⚡'],['5158'],['0'],['Veterano']
#35,['Bob.Marley'],['5151'],['0'],['Miembro']
#36,['RTs ShOoTeR'],['5114'],['0'],['Veterano']
#37,['JON SNOW'],['5107'],['0'],['Miembro']
#38,['YD LANCELOT'],['5101'],['0'],['Colíder']
#39,['JCMR'],['5087'],['10'],['Veterano']
#40,['santiz95'],['5062'],['0'],['Colíder']
#41,['CRAZYDOG'],['5019'],['0'],['Líder']
#42,['Leafar'],['4996'],['0'],['Veterano']
#43,['sebaspiloto'],['4993'],['0'],['Miembro']
#1,['横扫海陆空 唯我大巴萨'],['6234'],['20'],['Colíder']
#2,['YSY'],['5834'],['10'],['Colíder']
#3,['元远远'],['5832'],['0'],['Colíder']
#4,['LLX'],['5761'],['0'],['Colíder']
#5,['apd5li'],['5760'],['120'],['Colíder']
#6,['晴天'],['5741'],['0'],['Colíder']
#7,['礼li'],['5684'],['0'],['Colíder']
#8,['那一夜很潇洒'],['5667'],['276'],['Colíder']
#9,['☀️dean☀️'],['5632'],['270'],['Colíder']
#10,['大彪客'],['5623'],['970'],['Veterano']
#11,['McAllister'],['5617'],['810'],['Colíder']
#12,['db ultimate'],['5605'],['30'],['Veterano']
#13,['天少天少啊'],['5587'],['36'],['Colíder']
#14,['Elvisyiu'],['5581'],['40'],['Colíder']
#15,['罩唤师'],['5571'],['217'],['Colíder']
#16,['静默的烟'],['5547'],['236'],['Colíder']
#17,['汽水'],['5531'],['344'],['Colíder']
#18,['lu'],['5526'],['817'],['Colíder']
#19,['失色枫叶'],['5515'],['550'],['Colíder']
#20,['大漠'],['5502'],['520'],['Colíder']
#21,['钢铁侠'],['5481'],['158'],['Colíder']
#22,['我就不怕你'],['5472'],['80'],['Veterano']
#23,['馒头Sweet'],['5440'],['520'],['Colíder']
#24,['大宝宝'],['5409'],['0'],['Colíder']
#25,['与终'],['5391'],['420'],['Colíder']
#26,['༻林༒鑫༺'],['5312'],['386'],['Veterano']
#27,['某该程序猿'],['5298'],['0'],['Veterano']
#28,['蓓受关注'],['5293'],['18'],['Veterano']
#29,['chrri'],['5264'],['1175'],['Veterano']
#30,['物是人非'],['5239'],['1270'],['Veterano']
#31,['阿宝'],['5232'],['60'],['Colíder']
#32,['王爷府♀良子'],['5229'],['1136'],['Colíder']
#33,['ziyang'],['5225'],['1262'],['Veterano']
#34,['燃烧的小白'],['5218'],['40'],['Veterano']
#35,['黎明·英雄·孤岛·西风·瘦马'],['5206'],['10'],['Colíder']
#36,['WJK'],['5182'],['30'],['Colíder']
#37,['Syyn'],['5125'],['1128'],['Colíder']
#38,['荆棘花的小号'],['5095'],['542'],['Líder']
#39,['Xious'],['5084'],['656'],['Colíder']
#40,['还是不是大哥的小宝贝了？'],['5056'],['510'],['Colíder']
#41,['王者之路'],['5050'],['1239'],['Veterano']
#42,['云飞'],['5022'],['110'],['Veterano']
#43,['弑神者'],['5007'],['1330'],['Miembro']
#44,['最西游'],['4944'],['736'],['Veterano']
#45,['Eris'],['4936'],['40'],['Veterano']
#46,['鬼泣'],['4902'],['60'],['Miembro']
#47,['好好抽'],['4772'],['578'],['Veterano']
#1,['DarthLegend'],['6009'],['89'],['Colíder']
#2,['13eNnY'],['5922'],['220'],['Miembro']
#3,['Wish Bone'],['5915'],['188'],['Colíder']
#4,['X-1'],['5908'],['640'],['Miembro']
#5,['YAMEEN'],['5769'],['10'],['Colíder']
