Puesto,Nombre,Trofeos,Donaciones,Rol
#22,['oldo22'],['5134'],['148'],['Colíder']
#23,['trento83'],['5123'],['60'],['Veterano']
#24,['☆ Giuseppe ☆'],['5119'],['100'],['Veterano']
#25,['TheBruce'],['5097'],['74'],['Veterano']
#26,['‼️❗️JEEG™❗️‼️'],['5090'],['30'],['Veterano']
#27,['MassyK 50⭐'],['5080'],['246'],['Colíder']
#28,['SadesTK'],['5077'],['0'],['Miembro']
#29,['JZ4'],['5073'],['280'],['Veterano']
#30,['La Carogna'],['5073'],['60'],['Colíder']
#31,['Spruzzino'],['5071'],['168'],['Colíder']
#32,['Heisenberg'],['5056'],['78'],['Veterano']
#33,['Groil'],['5054'],['154'],['Veterano']
#34,['edoyayayax3'],['5043'],['28'],['Veterano']
#35,['*sSs*'],['5006'],['210'],['Veterano']
#36,['luca.cdp92'],['5005'],['159'],['Veterano']
#37,['Andrea'],['5000'],['30'],['Miembro']
#38,['Paolo'],['4946'],['100'],['Miembro']
#39,['Ozon96'],['4934'],['40'],['Veterano']
#40,['年找Dr.Grinspoon☯'],['4926'],['120'],['Veterano']
#41,"['[email\xa0protected]', '@E']",['4915'],['88'],['Colíder']
#42,['best legend'],['4910'],['88'],['Veterano']
#43,['bumbardun'],['4885'],['20'],['Miembro']
#44,['eneide ¥'],['4864'],['0'],['Veterano']
#45,['rive'],['4792'],['204'],['Miembro']
#46,['Kr0n0s'],['4778'],['78'],['Veterano']
#47,['pacex'],['4753'],['96'],['Veterano']
#1,['Cecile、'],['5871'],['18'],['Colíder']
#2,['Durantula'],['5860'],['478'],['Colíder']
#3,['二月哥'],['5822'],['296'],['Veterano']
#4,['mh'],['5702'],['0'],['Miembro']
#5,['最爱香滢滢'],['5650'],['0'],['Miembro']
#6,['Storm丶琥珀'],['5626'],['212'],['Líder']
#7,['挪威的北海岸'],['5604'],['346'],['Veterano']
#8,['飞蛾扑火变烧鹅'],['5575'],['0'],['Miembro']
#9,['皮蛋瘦肉猪'],['5572'],['832'],['Colíder']
#10,['老山猎人'],['5562'],['40'],['Veterano']
#11,['鸟山不明'],['5538'],['126'],['Veterano']
#12,['浅梦'],['5528'],['8'],['Miembro']
#13,['专治各种刁民'],['5520'],['1076'],['Miembro']
#14,['BaiGuai'],['5520'],['760'],['Veterano']
#15,['下海吃鲸鱼'],['5500'],['190'],['Veterano']
#16,['陌眉星'],['5442'],['909'],['Colíder']
#17,['浪客無名'],['5413'],['366'],['Miembro']
#18,['小曹一平'],['5404'],['520'],['Veterano']
#19,['成成'],['5403'],['30'],['Colíder']
#20,['mob'],['5372'],['1020'],['Miembro']
#21,['愤怒的丝瓜'],['5342'],['1065'],['Veterano']
#22,['不灭的英魂'],['5337'],['612'],['Veterano']
#23,['发呆咯'],['5315'],['226'],['Miembro']
#24,['南明离火'],['5305'],['935'],['Veterano']
#25,['有个游戏'],['5293'],['610'],['Miembro']
#26,['愿你走出半生丨归来仍是少年'],['5241'],['512'],['Miembro']
#27,['遗红'],['5229'],['819'],['Miembro']
#28,['记不记得有一招从天而降的掌法'],['5226'],['396'],['Miembro']
#29,['逸轩'],['5220'],['106'],['Miembro']
#30,['霸气归来'],['5205'],['824'],['Veterano']
#31,['J___ie'],['5200'],['300'],['Miembro']
#32,['Rockets丶LCJ'],['5167'],['660'],['Miembro']
#33,['主宰'],['5157'],['1022'],['Veterano']
#34,['小贱'],['5151'],['228'],['Miembro']
#35,['超人不会飞YC'],['5106'],['733'],['Miembro']
#36,['nooberinvoker'],['5094'],['220'],['Miembro']
#37,['TNT'],['5046'],['788'],['Veterano']
#38,['佐罗Z'],['5044'],['128'],['Miembro']
#39,['公厕'],['5032'],['148'],['Miembro']
#40,['锅盖头⚡️'],['5026'],['46'],['Miembro']
#41,['龙仙'],['5023'],['100'],['Miembro']
#42,['近似神'],['5012'],['0'],['Miembro']
#43,['sk蛮'],['4987'],['658'],['Miembro']
#44,['乱世巨星'],['4941'],['368'],['Miembro']
#45,['甜酸排骨'],['4923'],['125'],['Miembro']
#46,['pathology丶'],['4906'],['334'],['Miembro']
#47,['索尼克'],['4892'],['852'],['Veterano']
#48,['能取中文啊'],['4852'],['300'],['Miembro']
#49,['藿香正气水'],['4308'],['0'],['Miembro']
#1,['Art'],['6096'],['62'],['Miembro']
#2,['dimas'],['6046'],['40'],['Veterano']
#3,['T-Bag'],['5819'],['28'],['Miembro']
#4,['Malchonka'],['5684'],['390'],['Colíder']
#5,['⭐️andrey⭐️'],['5611'],['304'],['Colíder']
#6,['DárkSoúl`'],['5606'],['0'],['Miembro']
#7,['ISLAM'],['5603'],['46'],['Miembro']
#8,['Klaus™'],['5567'],['491'],['Veterano']
#9,['Young'],['5558'],['107'],['Miembro']
#10,['паха'],['5510'],['352'],['Miembro']
#11,['BoJIaH-DE-MoPT'],['5494'],['348'],['Veterano']
#12,['pest'],['5451'],['46'],['Veterano']
#13,['Gal'],['5445'],['404'],['Veterano']
#14,['mvp'],['5437'],['524'],['Veterano']
#15,['BrusoK'],['5428'],['144'],['Colíder']
#16,['Lucifer'],['5415'],['523'],['Miembro']
#17,['Palaten4iK'],['5414'],['411'],['Miembro']
#18,['BloodyFox'],['5351'],['0'],['Miembro']
#19,['Crazy_DEN'],['5348'],['663'],['Miembro']
#20,['Art'],['5330'],['498'],['Líder']
#21,['royale322'],['5327'],['179'],['Miembro']
#22,['Сплэш'],['5314'],['129'],['Veterano']
#23,['SuNRiSe'],['5308'],['64'],['Veterano']
#24,['LIKE A BOSS'],['5287'],['498'],['Miembro']
#25,['Tayros'],['5287'],['411'],['Veterano']
#26,['Dima1108'],['5287'],['28'],['Colíder']
#27,['⚡️Alucards⚡️'],['5273'],['10'],['Veterano']
#28,['posit1ve'],['5264'],['218'],['Veterano']
#29,['Антон'],['5259'],['462'],['Miembro']
#30,['knifepro'],['5240'],['0'],['Veterano']
#31,['NAGIB MIX'],['5207'],['307'],['Miembro']
#32,['Lucky Boy'],['5205'],['40'],['Miembro']
#33,['Lipton'],['5203'],['146'],['Miembro']
#34,['Anatolik'],['5153'],['256'],['Miembro']
#35,"[""maks#Na'vi""]",['5153'],['615'],['Miembro']
#36,['Tawfik'],['5128'],['40'],['Miembro']
#37,['таня'],['5127'],['156'],['Miembro']
#38,['C.RONALDO'],['5117'],['158'],['Miembro']
#39,['zabuU'],['5105'],['640'],['Veterano']
#40,['kapacuku'],['5096'],['170'],['Miembro']
#41,['Denis'],['5086'],['140'],['Miembro']
#42,['hay txa'],['5040'],['342'],['Veterano']
#43,['Дима'],['5009'],['20'],['Miembro']
#44,['_VENDETTA_'],['5005'],['713'],['Miembro']
#45,['no name'],['4977'],['530'],['Veterano']
#46,['Magde'],['4911'],['112'],['Miembro']
#47,['S45ha'],['4900'],['210'],['Miembro']
#48,['☠GoD_MoDe_On☠'],['4900'],['898'],['Miembro']
#49,['Geo'],['4791'],['344'],['Miembro']
#1,['キノ'],['6142'],['10'],['Veterano']
#2,['トイレさま'],['6121'],['1396'],['Veterano']
#3,"['[email\xa0protected]', 'タワーは飾り']",['6090'],['93'],['Veterano']
#4,['あおきんぐ'],['5828'],['330'],['Colíder']
#5,['安田一平'],['5806'],['320'],['Veterano']
#6,['yuta'],['5777'],['80'],['Veterano']
#7,['豚汁師匠'],['5741'],['208'],['Veterano']
#8,['MCマロン'],['5669'],['300'],['Veterano']
#9,['かっぱ'],['5669'],['278'],['Veterano']
#10,['∽グーフィー大佐™️.com∽'],['5641'],['466'],['Veterano']
#11,['ミキヤス'],['5628'],['746'],['Veterano']
#12,['ちゃんつば'],['5604'],['530'],['Colíder']
#13,['ノア'],['5580'],['50'],['Veterano']
#14,['イットリウム'],['5517'],['338'],['Colíder']
#15,['ドゥー'],['5517'],['200'],['Veterano']
#16,['欲望に満ちた青年団'],['5507'],['914'],['Veterano']
#17,['poro'],['5505'],['70'],['Veterano']
#18,['くうくん'],['5498'],['10'],['Veterano']
#19,['やす'],['5452'],['20'],['Miembro']
#20,['doshida'],['5432'],['0'],['Veterano']
#21,['ラルル'],['5414'],['310'],['Veterano']
#22,['ゆーや'],['5412'],['200'],['Veterano']
#23,['.ヨッシー.'],['5361'],['108'],['Veterano']
#24,['JUN'],['5358'],['1104'],['Líder']
#25,['ましろたさし'],['5346'],['516'],['Veterano']
#26,['きりりん'],['5334'],['888'],['Veterano']
#27,['MaL!o'],['5332'],['250'],['Veterano']
#28,['カタマり'],['5330'],['737'],['Veterano']
#29,['iakuinta'],['5329'],['58'],['Veterano']
#30,['--kouki--'],['5304'],['529'],['Colíder']
#31,['ミングロブ'],['5304'],['323'],['Veterano']
#32,['KAGUYA'],['5275'],['710'],['Veterano']
#33,['Magnum Emperor'],['5253'],['0'],['Veterano']
#34,['reinhardt'],['5222'],['0'],['Miembro']
#35,['Kit'],['5209'],['258'],['Veterano']
#36,['makibi'],['5163'],['70'],['Veterano']
#37,['( ´ ▽ ` )ﾉ'],['5154'],['238'],['Veterano']
#38,['まの'],['5154'],['926'],['Veterano']
#39,['たろきち'],['5096'],['408'],['Veterano']
#40,['ozawa'],['5091'],['1238'],['Veterano']
#41,['RIKU'],['5045'],['191'],['Colíder']
#42,['No.084'],['5012'],['1026'],['Miembro']
#43,['naaao'],['5008'],['1405'],['Veterano']
#44,['A.Marry'],['4986'],['50'],['Veterano']
#45,['MASAKI'],['4813'],['108'],['Veterano']
#46,['タロット'],['4405'],['20'],['Veterano']
#1,['Andi'],['6006'],['20'],['Miembro']
#2,['FuBak_35'],['5914'],['86'],['Colíder']
#3,['Oguz'],['5855'],['116'],['Miembro']
#4,['Competo ShanZu'],['5640'],['458'],['Veterano']
#5,['#SHAN'],['5602'],['0'],['Miembro']
#6,['IceInFire'],['5537'],['170'],['Miembro']
#7,['Botti'],['5528'],['1032'],['Miembro']
#8,['m.gosig'],['5526'],['52'],['Miembro']
#9,['Ceski'],['5384'],['216'],['Miembro']
#10,['Competo I Yasin'],['5383'],['546'],['Colíder']
#11,['SchwitzerTwitch'],['5347'],['28'],['Miembro']
#12,['hallas808'],['5334'],['83'],['Miembro']
#13,['Bueffelbruder'],['5317'],['166'],['Colíder']
#14,"['""Ar!0w""']",['5315'],['602'],['Miembro']
#15,['Shiailong'],['5276'],['637'],['Miembro']
#16,['[I.R]DevilDog-'],['5263'],['739'],['Miembro']
#17,['Competo I Timur'],['5248'],['44'],['Miembro']
#18,['☠The Doctor☠'],['5246'],['905'],['Miembro']
#19,['SoldasGreat'],['5232'],['144'],['Miembro']
#20,['Gordi11'],['5229'],['46'],['Miembro']
#21,['Anullo'],['5228'],['334'],['Miembro']
#22,['inpor'],['5227'],['94'],['Miembro']
#23,['4nt0n'],['5223'],['56'],['Miembro']
#24,['hakubamatata'],['5205'],['54'],['Colíder']
#25,['Slowmow'],['5202'],['0'],['Colíder']
#26,['chens 45'],['5197'],['156'],['Miembro']
#27,['MW I Phipsiii'],['5197'],['762'],['Colíder']
#28,['boka151'],['5170'],['282'],['Miembro']
#29,"[""Käpt'n Balu""]",['5165'],['90'],['Colíder']
#30,['SirMrNobody'],['5159'],['156'],['Miembro']
#31,['Massiv'],['5131'],['266'],['Miembro']
#32,['Genthru'],['5106'],['212'],['Miembro']
#33,['Patrick'],['5104'],['806'],['Miembro']
#34,['Tim'],['5095'],['151'],['Miembro']
#35,['$cRuNcHeR$'],['5063'],['103'],['Miembro']
#36,['Competo Haubi'],['5055'],['18'],['Colíder']
#37,['melo'],['5046'],['578'],['Líder']
#38,['☠️⚡️L.Drag0⚡️☠️'],['5039'],['0'],['Miembro']
#39,['tabiluga96'],['5033'],['639'],['Miembro']
#40,['Gon'],['4994'],['328'],['Miembro']
#41,['Caano62'],['4810'],['0'],['Miembro']
#1,"['[email\xa0protected]', '柒']",['5917'],['585'],['Colíder']
#2,['CJ-小染'],['5876'],['378'],['Veterano']
#3,['Paper Crane'],['5716'],['70'],['Miembro']
#4,['pc大头'],['5710'],['40'],['Colíder']
#5,['14'],['5524'],['0'],['Colíder']
#6,['GOD_YUYUE'],['5515'],['238'],['Veterano']
#7,['cheo_cheo2333'],['5514'],['8'],['Miembro']
#8,['阳动'],['5440'],['98'],['Miembro']
#9,['botanyh'],['5400'],['0'],['Colíder']
#10,['如梦之梦'],['5399'],['441'],['Colíder']
#11,['无知的少年'],['5376'],['820'],['Veterano']
#12,['天津顺一达货运公司'],['5352'],['452'],['Veterano']
#13,['陆小ray'],['5341'],['118'],['Veterano']
#14,['Curry'],['5340'],['278'],['Miembro']
#15,['无肉亦欢'],['5336'],['583'],['Veterano']
#16,['一线天'],['5308'],['38'],['Miembro']
#17,['乐乐爸爸'],['5293'],['367'],['Colíder']
#18,['✨雷双双✨'],['5290'],['758'],['Miembro']
#19,['jacky'],['5274'],['90'],['Colíder']
#20,['Anakinqin'],['5243'],['112'],['Colíder']
#21,['BEN'],['5234'],['534'],['Colíder']
#22,['和华莱士谈笑风生'],['5229'],['422'],['Miembro']
#23,['北岸'],['5220'],['40'],['Miembro']
#24,['鱿鱼'],['5215'],['180'],['Veterano']
#25,['Lover'],['5215'],['58'],['Miembro']
#26,['chaotim'],['5201'],['257'],['Veterano']
#27,['iven'],['5199'],['118'],['Veterano']
#28,['年少无知'],['5197'],['326'],['Colíder']
#29,['小甜羊'],['5176'],['0'],['Veterano']
#30,['Spectrum_C'],['5118'],['314'],['Colíder']
#31,['小神拜年'],['5083'],['224'],['Veterano']
#32,['封刀看海'],['5070'],['90'],['Colíder']
#33,['蓝天。'],['5050'],['216'],['Miembro']
#34,['空空'],['5024'],['123'],['Miembro']
#35,['❤️NORTHMAN❤️'],['5023'],['108'],['Líder']
#36,['水冷冰封'],['5022'],['40'],['Miembro']
#37,['Weirdo'],['4997'],['10'],['Colíder']
#38,['迪戈'],['4970'],['68'],['Miembro']
#39,['撸胖纸'],['4909'],['972'],['Miembro']
#40,['xy'],['4908'],['30'],['Colíder']
#41,['隐藏路人中的小兵'],['4842'],['0'],['Colíder']
#1,['donaldteo'],['6622'],['448'],['Colíder']
#2,['Cloud'],['5936'],['174'],['Veterano']
#3,['marcuschess.com'],['5849'],['310'],['Miembro']
#4,['reshido'],['5806'],['500'],['Miembro']
#5,['JY(#･∀･)'],['5626'],['478'],['Veterano']
#6,['hkwong'],['5626'],['293'],['Veterano']
#7,['Robin Kaizen™'],['5621'],['110'],['Veterano']
#8,['Xezo'],['5572'],['164'],['Veterano']
#9,['MC_KT♡'],['5547'],['111'],['Miembro']
#10,['P5ycHoManiaC'],['5506'],['910'],['Colíder']
#11,['Kingsman'],['5504'],['862'],['Veterano']
#12,['iamyourdaddy88'],['5476'],['70'],['Veterano']
#13,['HAN'],['5471'],['504'],['Colíder']
#14,['黑＊武士'],['5459'],['381'],['Veterano']
#15,['dundun'],['5443'],['141'],['Colíder']
#16,['KK'],['5423'],['937'],['Veterano']
#17,['PrinceEdwin'],['5406'],['112'],['Veterano']
#18,['June'],['5405'],['352'],['Miembro']
#19,['kohhoo'],['5398'],['1176'],['Colíder']
#20,['ccl'],['5365'],['100'],['Miembro']
#21,['TAUFAN PESAKA77'],['5338'],['610'],['Miembro']
#22,['Shinozu'],['5320'],['890'],['Colíder']
#23,['Mojo'],['5313'],['320'],['Colíder']
#24,['Atomic™'],['5284'],['584'],['Veterano']
#25,['宁凰宫雨'],['5258'],['879'],['Veterano']
#26,['Clan ToPPer'],['5245'],['0'],['Miembro']
#27,['tiototo'],['5243'],['365'],['Veterano']
#28,['¥JohnMaster¥'],['5239'],['124'],['Miembro']
#29,['宝贝神'],['5222'],['140'],['Miembro']
#30,['TinE™'],['5216'],['740'],['Miembro']
#31,['t.HAU . . . . .'],['5215'],['776'],['Colíder']
#32,['Haste'],['5177'],['30'],['Miembro']
#33,['raverxhipster'],['5152'],['599'],['Miembro']
#34,['EightEgg'],['5146'],['520'],['Miembro']
#35,['williamchen'],['5143'],['546'],['Veterano']
#36,['dh lee'],['5140'],['189'],['Líder']
#37,['abubu'],['5138'],['410'],['Colíder']
#38,['rapober'],['5109'],['250'],['Miembro']
#39,['han'],['5107'],['1160'],['Miembro']
#40,['jdropdead'],['5086'],['150'],['Colíder']
#41,['oops'],['5080'],['288'],['Miembro']
#42,['-KinG-[J.O.]'],['5061'],['888'],['Miembro']
#43,['流鼻涕的树袋熊'],['5043'],['432'],['Miembro']
#44,['donald Teo'],['5041'],['233'],['Colíder']
#45,['LCW'],['5013'],['1015'],['Miembro']
#46,['DC'],['4953'],['90'],['Miembro']
#47,['Johnny-Bravo'],['4909'],['75'],['Miembro']
#1,['＂堂島の龍＂HK'],['6110'],['232'],['Veterano']
#2,['RYOGA'],['5976'],['210'],['Veterano']
#3,['しん'],['5920'],['60'],['Líder']
#4,['Kate'],['5838'],['33'],['Miembro']
#5,['nitro'],['5829'],['60'],['Colíder']
#6,['Kate'],['5778'],['76'],['Colíder']
#7,['たっくみん\\(￣▽￣;)'],['5624'],['93'],['Colíder']
#8,['kaito'],['5618'],['244'],['Veterano']
#9,['YUZU'],['5615'],['440'],['Colíder']
#10,['なかもん'],['5486'],['119'],['Miembro']
#11,['edm'],['5379'],['264'],['Miembro']
#12,['shouga'],['5366'],['142'],['Veterano']
#13,['おぴんぴん'],['5313'],['94'],['Miembro']
#14,['ちょこ 16'],['5305'],['1268'],['Miembro']
#15,['おすず'],['5304'],['962'],['Veterano']
#16,['sige'],['5298'],['40'],['Miembro']
#17,['リベリオン'],['5291'],['370'],['Miembro']
#18,['しょうた'],['5286'],['622'],['Veterano']
#19,['ヤズ'],['5279'],['1292'],['Veterano']
#20,['ぎゅうどん'],['5275'],['294'],['Miembro']
#21,"['ｙｕｍａ*˙︶˙*)ﾉ""']",['5255'],['694'],['Miembro']
#22,['Keiji'],['5223'],['11'],['Miembro']
#23,['シュウ'],['5220'],['380'],['Veterano']
#24,['イノしし'],['5207'],['8'],['Veterano']
#25,['TÖMÖ™️'],['5146'],['50'],['Miembro']
#26,['しゅんじ'],['5146'],['1161'],['Miembro']
#27,['HIPHOPER'],['5143'],['425'],['Miembro']
#28,['はるて'],['5138'],['158'],['Veterano']
#29,['しゅん'],['5095'],['938'],['Miembro']
#30,['ともや'],['5095'],['168'],['Miembro']
#31,['gon1988'],['5064'],['60'],['Miembro']
#32,['yuuki'],['5024'],['68'],['Veterano']
#33,['[email\xa0protected]'],['5023'],['392'],['Miembro']
#34,['JOKER'],['4960'],['38'],['Miembro']
#35,['kyosuke⊿'],['4952'],['0'],['Miembro']
#36,['しゅう'],['4924'],['769'],['Miembro']
#37,['sRu5-_zZ'],['4921'],['183'],['Miembro']
#38,['Lucky X-Boy'],['4906'],['1244'],['Miembro']
#39,['おたくちゅー'],['4904'],['0'],['Miembro']
#40,['kshu'],['4896'],['546'],['Miembro']
#41,['マイケル'],['4871'],['1190'],['Miembro']
#42,['ももじり'],['4846'],['376'],['Miembro']
#43,['せん'],['4839'],['491'],['Miembro']
#44,['Lugh'],['4834'],['732'],['Miembro']
#45,['あはん'],['4833'],['186'],['Veterano']
#46,['フリーザー'],['4833'],['0'],['Miembro']
#47,['りんさい'],['4813'],['302'],['Veterano']
#48,['tyorosuke'],['4809'],['1166'],['Miembro']
#1,['Bollehenk'],['6181'],['120'],['Veterano']
#2,['Aurora 快'],['5919'],['265'],['Miembro']
#3,['AaPieJ'],['5889'],['653'],['Miembro']
#4,['Y㏘〽'],['5746'],['809'],['Colíder']
#5,['Edje'],['5697'],['250'],['Veterano']
#6,['Tomdamasta'],['5669'],['16'],['Veterano']
#7,['snoefie'],['5667'],['1044'],['Veterano']
#8,['SmokinGxHunterZ'],['5658'],['196'],['Veterano']
#9,['Tayschrenn'],['5649'],['132'],['Veterano']
#10,['Jimmy'],['5520'],['354'],['Miembro']
#11,['Mik'],['5456'],['607'],['Veterano']
#12,['Mr Han'],['5448'],['1340'],['Miembro']
#13,['Sandro'],['5433'],['1315'],['Veterano']
#14,['wc spoeling'],['5418'],['1230'],['Veterano']
#15,['Skill Gates'],['5393'],['432'],['Veterano']
#16,['justin'],['5379'],['1220'],['Miembro']
#17,['Robo_033'],['5372'],['194'],['Veterano']
#18,['rhood'],['5370'],['194'],['Colíder']
#19,['jappa'],['5324'],['293'],['Miembro']
#20,['vince'],['5282'],['350'],['Veterano']
#21,['~Jul14n~'],['5279'],['463'],['Líder']
#22,['[email\xa0protected]'],['5275'],['128'],['Veterano']
#23,['Mr Bon9o'],['5258'],['314'],['Veterano']
#24,['luyttenant'],['5217'],['230'],['Miembro']
#25,['Kieron'],['5213'],['1168'],['Veterano']
#26,['Bieske'],['5207'],['127'],['Miembro']
#27,['nårt'],['5203'],['154'],['Veterano']
#28,['Too Short'],['5201'],['337'],['Miembro']
#29,[' ABE'],['5179'],['88'],['Veterano']
#30,['Rob'],['5170'],['38'],['Veterano']
#31,['madbomber'],['5168'],['1246'],['Veterano']
#32,['Johnny Mortar'],['5147'],['1561'],['Veterano']
#33,"[""Mom's Spaghetti""]",['5141'],['92'],['Miembro']
#34,['Kim'],['5108'],['1081'],['Veterano']
#35,['Djackie'],['5107'],['164'],['Veterano']
#36,['Tito'],['5101'],['630'],['Miembro']
#37,['sneeuwwitje66'],['5052'],['578'],['Veterano']
#38,['Captain Jack'],['5038'],['338'],['Miembro']
#39,['kingsent'],['5022'],['327'],['Miembro']
#40,['Faramir'],['5003'],['144'],['Colíder']
#41,['Prut'],['4996'],['38'],['Veterano']
#42,['GunzForHire~'],['4992'],['118'],['Miembro']
#43,['IvarvdBrink'],['4971'],['0'],['Veterano']
#44,['cheese'],['4933'],['40'],['Colíder']
#45,['Tiemen Zuid!'],['4933'],['160'],['Miembro']
#46,['Freekdance'],['4906'],['625'],['Veterano']
#47,['Oxydow_Mr_Mr'],['4904'],['416'],['Miembro']
#48,['tim'],['4873'],['1392'],['Veterano']
#49,['Djennis'],['4850'],['107'],['Veterano']
#50,['Dictator Ties!'],['4752'],['278'],['Colíder']
#1,['marat'],['6111'],['0'],['Veterano']
#2,['игоряныч23ру'],['5852'],['484'],['Colíder']
#3,['8ucHer28'],['5803'],['780'],['Colíder']
#4,['Tapok'],['5714'],['0'],['Veterano']
#5,['>>Smaloy<<'],['5663'],['116'],['Colíder']
#6,['Danil | Великий'],['5609'],['590'],['Veterano']
#7,['хехе'],['5565'],['288'],['Veterano']
#8,['Sasha Molch YT'],['5531'],['472'],['Veterano']
#9,['Aud'],['5520'],['185'],['Colíder']
#10,['Sobrrus'],['5520'],['212'],['Colíder']
#11,['ʚReneeɞ'],['5513'],['70'],['Miembro']
#12,['иванко'],['5500'],['586'],['Veterano']
#13,['sniper'],['5462'],['0'],['Miembro']
#14,['Михаил'],['5445'],['78'],['Colíder']
#15,['.:✌МаРиЯ✌:.™'],['5415'],['0'],['Veterano']
#16,['Russak'],['5377'],['93'],['Veterano']
#17,['尸尺ίㄋ尺△Ҝ'],['5326'],['307'],['Veterano']
#18,['Jessrabbit'],['5289'],['561'],['Veterano']
#19,['max'],['5285'],['0'],['Miembro']
#20,['Yeti'],['5263'],['192'],['Veterano']
#21,['Laziz'],['5226'],['327'],['Colíder']
#22,['Danny'],['5224'],['302'],['Miembro']
#23,['TiTaN'],['5220'],['0'],['Miembro']
#24,['004'],['5218'],['90'],['Miembro']
#25,['Сурен'],['5215'],['142'],['Colíder']
#26,['NS'],['5206'],['8'],['Veterano']
#27,['FeNIX'],['5200'],['56'],['Veterano']
#28,['Adm (Russia)'],['5157'],['0'],['Miembro']
#29,['mr.joker'],['5127'],['204'],['Veterano']
